2024-10-24 11:26:51, umka, 1637003, 82141
2024-10-24 11:28:32, umka, 7944878, 303350
2024-10-24 16:42:14, yarkov, 478540833, 7672316
2024-10-24 18:43:22, yarkov, 94721036, 39126616
2024-10-25 08:59:51, butadiene, 2175474369, 196094756
2024-10-25 08:59:51, yarkov, 2854780316, 33307595
2024-10-25 10:29:56, umka, 8877911, 503475
2024-10-25 10:45:56, noroute, 7506442, 333461
2024-10-25 11:15:58, noroute, 34032612, 2211679
2024-10-25 11:20:16, reserv, 11629860, 655248
2024-10-25 11:21:17, noroute, 174613, 76338
2024-10-25 13:10:57, mexx, 11126112052, 1467190494
2024-10-25 18:43:16, yarkov, 41533404, 2797915
2024-10-26 07:12:26, yarkov, 195863285, 7888655
2024-10-26 07:12:26, butadiene, 3798520363, 754829967
2024-10-26 07:38:49, yarkov, 204521, 35104
2024-10-26 07:57:58, mexx, 17501940616, 952696671
2024-10-26 11:17:38, yarkov, 19909629, 1791442
2024-10-26 12:17:39, yarkov, 4106285, 1176497
2024-10-26 13:53:39, yarkov, 4709830, 150936864
2024-10-27 05:24:01, butadiene, 3503342682, 91864161
2024-10-27 06:23:19, yarkov, 4445511936, 47768648
2024-10-27 17:15:38, yarkov, 128595581, 123330095
2024-10-28 05:49:12, butadiene, 2277279349, 3892742237
2024-10-28 11:21:55, parents, 42704002, 12923694
2024-10-28 16:15:35, yarkov, 63549, 3906
2024-10-28 16:21:44, yarkov, 66820, 6774
2024-10-28 18:08:56, yarkov, 28360353, 25145107
2024-10-28 19:56:36, yarkov, 1205937884, 11254452
2024-10-28 20:34:15, butadiene, 1981661093, 504697604
2024-10-29 00:50:06, butadiene, 1498107648, 49038998
2024-10-29 07:46:56, mexx, 55097665028, 2558998493
2024-10-29 13:36:49, butadiene, 2661986376, 33737839
2024-10-29 16:50:08, yarkov, 97302245, 42967779
2024-10-29 18:36:29, yarkov, 7703552, 797629
2024-10-30 05:30:01, butadiene, 2874677383, 77031157
2024-10-30 05:30:01, yarkov, 124016269, 3913279
2024-10-30 14:10:58, yarkov, 42790184, 2400955
2024-10-30 14:40:10, yarkov, 43921, 18327
2024-10-30 14:40:49, butadiene, 44046, 26035
2024-10-30 14:41:19, yarkov, 43817, 16121
2024-10-30 14:42:31, yarkov, 43816, 16635
2024-10-30 14:44:46, butadiene, 44008, 37377
2024-10-30 14:46:46, yarkov, 43937, 31609
2024-10-30 15:43:47, yarkov, 56114362, 9623349
2024-10-30 16:55:05, yarkov, 523940755, 16635925
2024-10-30 16:55:25, butadiene, 69147329, 353997176
2024-10-30 16:55:25, mexx, 85830043, 505056139
2024-10-30 16:55:25, parents, 618310713, 13756293
2024-10-31 01:25:16, butadiene, 682767897, 1475478163
2024-10-31 06:13:28, yarkov, 359784, 214855
2024-10-31 10:47:52, yarkov, 6053897, 2647950
2024-10-31 13:39:43, butadiene, 1677141477, 30047904
2024-10-31 16:19:31, yarkov, 50557340, 77794369
2024-11-01 05:23:55, butadiene, 6087636395, 625676088
2024-11-01 09:59:35, yarkov, 837521381, 5326018
2024-11-01 10:32:05, yarkov, 402554403, 5492415
2024-11-01 14:33:14, butadiene, 3775274170, 42743694
2024-11-02 00:46:24, butadiene, 11215512926, 196675328
2024-11-02 02:38:31, yarkov, 1014138091, 36844452
2024-11-02 11:27:16, yarkov, 165285841, 2194163
2024-11-02 15:44:16, yarkov, 171671733, 375669751
2024-11-02 16:51:57, yarkov, 31822684, 12920480
2024-11-03 05:30:12, butadiene, 4270465967, 479701978
2024-11-03 05:30:12, yarkov, 689403958, 16995967
2024-11-03 05:30:12, parents, 6463835604, 346295894
2024-11-03 09:15:57, yarkov, 366821, 267164
2024-11-03 12:18:17, yarkov, 112624531, 1522518
2024-11-03 12:22:17, yarkov, 251446, 101702
2024-11-03 13:54:17, yarkov, 23915347, 3451162
2024-11-03 19:07:26, yarkov, 491901167, 50262394
2024-11-04 07:48:31, butadiene, 1709344519, 104211271
2024-11-04 09:20:05, yarkov, 3717234, 1154010
2024-11-04 12:44:44, yarkov, 22054982, 501076699
2024-11-05 06:05:00, butadiene, 5281952762, 122906124
2024-11-05 06:05:00, yarkov, 182040270, 19029614
2024-11-05 08:23:02, mexx, 125073565291, 7472327477
2024-11-05 18:35:33, yarkov, 960329526, 55634465
2024-11-05 19:04:55, UNDEF, 413, 375
2024-11-06 06:17:58, butadiene, 4636472088, 959923862
2024-11-06 06:17:58, yarkov, 199047338, 6067323
2024-11-06 14:11:29, yarkov, 28434639, 2578760
2024-11-06 16:58:39, yarkov, 1839298, 1086650
2024-11-06 17:09:57, yarkov, 2878879, 851708
2024-11-07 05:01:29, butadiene, 4314680157, 4646046391
2024-11-07 05:01:29, yarkov, 453383820, 12987527
2024-11-07 06:01:31, parents, 8977513524, 414489495
2024-11-07 16:45:38, yarkov, 738653228, 40384630
2024-11-07 18:46:50, butadiene, 2489321984, 396053401
2024-11-07 18:58:23, butadiene, 1335002, 805507
2024-11-08 17:31:38, yarkov, 72146147, 21211036
2024-11-09 06:43:07, butadiene, 4160144577, 1949160719
2024-11-09 16:04:16, yarkov, 28953935, 24434549
2024-11-10 05:01:57, butadiene, 3357560049, 78375168
2024-11-10 09:16:51, icelight, 35588091, 3890162
2024-11-10 09:26:09, UNDEF, 1618, 309
2024-11-10 10:33:09, icelight2, 77464664, 1862454
2024-11-10 14:32:12, icelight2, 67922140, 1650391
2024-11-10 14:32:30, UNDEF, 1619, 309
2024-11-10 14:33:00, icelight2, 71204, 26843
2024-11-10 14:37:42, UNDEF, 8090, 309
2024-11-10 14:53:51, icelight2, 71302, 31550
2024-11-10 14:58:21, icelight2, 85932, 33651
2024-11-10 14:59:42, icelight2, 70667, 26332
2024-11-10 15:10:12, icelight2, 64449021, 2063627
2024-11-10 15:10:51, icelight2, 329407, 139587
2024-11-10 15:11:21, icelight2, 71340, 26551
2024-11-10 15:12:12, icelight2, 70745, 26435
2024-11-10 15:13:42, icelight2, 79967, 29427
2024-11-10 15:16:00, icelight2, 70822, 26579
2024-11-10 15:16:51, icelight2, 78971, 28924
2024-11-10 15:20:51, icelight2, 105302, 40710
2024-11-10 15:22:12, icelight2, 79400, 29149
2024-11-10 15:27:12, icelight2, 81427, 31281
2024-11-10 15:28:12, icelight2, 80352, 27834
2024-11-10 15:30:21, icelight2, 124976, 37880
2024-11-10 15:31:12, icelight2, 70844, 26443
2024-11-10 15:33:00, icelight2, 70744, 26209
2024-11-10 15:33:51, icelight2, 70843, 26519
2024-11-10 15:36:30, icelight2, 70745, 26283
2024-11-10 15:42:12, icelight2, 151458, 108347
2024-11-10 15:43:21, icelight2, 72463, 27537
2024-11-10 15:52:00, icelight2, 72771935, 1881414
2024-11-10 15:53:30, icelight2, 78889, 28676
2024-11-10 15:54:42, icelight2, 70664, 26178
2024-11-10 15:55:42, icelight2, 70746, 26360
2024-11-10 15:56:42, icelight2, 78129, 28436
2024-11-10 15:59:21, icelight2, 73362, 29298
2024-11-10 16:00:51, icelight2, 74900, 39900
2024-11-10 16:01:51, UNDEF, 1619, 375
2024-11-10 16:02:00, icelight2, 75231, 26842
2024-11-10 16:02:21, icelight2, 70669, 26178
2024-11-10 16:03:12, icelight2, 71344, 26566
2024-11-10 16:05:21, icelight2, 71042, 26623
2024-11-10 16:06:51, icelight2, 91353, 35283
2024-11-10 16:08:00, icelight2, 71146, 26783
2024-11-10 16:11:51, icelight2, 71540, 26660
2024-11-10 16:13:51, UNDEF, 1619, 309
2024-11-10 16:14:00, icelight2, 71607, 26818
2024-11-10 16:15:21, icelight2, 70670, 26331
2024-11-10 16:16:12, icelight2, 70744, 26360
2024-11-10 16:17:51, icelight2, 79483, 29315
2024-11-10 16:20:00, icelight2, 81192, 33655
2024-11-10 16:20:42, icelight2, 66099, 10829
2024-11-10 16:21:51, icelight2, 43813, 5037
2024-11-10 16:25:42, icelight2, 66042, 10831
2024-11-10 16:28:00, icelight2, 75246, 14974
2024-11-10 16:30:21, icelight2, 43892, 5142
2024-11-10 16:32:00, icelight2, 43853, 5075
2024-11-10 16:35:00, icelight2, 53618, 5590
2024-11-10 16:40:21, icelight2, 69176, 12945
2024-11-10 16:43:12, icelight2, 74025, 13050
2024-11-10 16:44:00, icelight2, 65982, 10687
2024-11-10 16:45:21, icelight2, 106985, 20043
2024-11-10 16:46:00, icelight2, 43931, 5182
2024-11-10 16:48:12, icelight2, 88215, 18330
2024-11-10 16:48:51, icelight2, 45403, 5885
2024-11-10 17:57:51, yarkov, 220633494, 49517641
2024-11-10 18:50:11, icelight, 68074, 3363
2024-11-11 06:46:06, butadiene, 3508490098, 215500527
2024-11-11 06:46:06, icelight2, 7135086, 6850865
2024-11-11 09:32:18, icelight2, 13502235, 1038002
2024-11-11 09:36:18, icelight2, 426124, 121517
2024-11-11 09:42:18, icelight2, 184423, 51529
2024-11-11 09:45:18, UNDEF, 5238, 375
2024-11-11 09:59:18, UNDEF, 1619, 309
2024-11-11 10:24:18, icelight2, 43854, 5037
2024-11-11 12:58:19, icelight2, 37676670, 1144423
2024-11-11 17:25:15, yarkov, 49770607, 20458893
2024-11-11 17:46:16, icelight2, 20041988, 531698
2024-11-11 17:47:15, icelight2, 289570, 45752
2024-11-12 04:05:32, butadiene, 3718058833, 108934935
2024-11-12 04:05:32, yarkov, 912360349, 6195755
